open;high;low;close;volume;marketcap;timestamp
6.579608e-8;2.2615463e-7;5.48394e-8;1.8606836e-7;73954200.5;0;"2023-04-18T00:00:00.000Z"
1.8729784e-7;3.6778836e-7;1.3685669e-7;2.6418606e-7;170056321.57;0;"2023-04-19T00:00:00.000Z"
2.6428339e-7;4.0361449e-7;2.4097681e-7;2.9512731e-7;120513516.49;0;"2023-04-20T00:00:00.000Z"
2.9626573e-7;3.0384328e-7;1.7182815e-7;1.9826182e-7;98777429.18;0;"2023-04-21T00:00:00.000Z"
1.9834614e-7;3.4017421e-7;1.9834614e-7;2.848318e-7;72899501.41;0;"2023-04-22T00:00:00.000Z"
2.8416799e-7;3.6138403e-7;2.803524e-7;3.2067201e-7;65664906.15;0;"2023-04-23T00:00:00.000Z"
3.2148207e-7;3.3617792e-7;2.6044356e-7;2.9695123e-7;43179311.19;0;"2023-04-24T00:00:00.000Z"
2.9659466e-7;2.9659466e-7;2.0954347e-7;2.619288e-7;40308159.61;0;"2023-04-25T00:00:00.000Z"
2.6170773e-7;2.7600145e-7;2.0535237e-7;2.1944819e-7;43065358.61;0;"2023-04-26T00:00:00.000Z"
2.2015338e-7;2.7972994e-7;2.1283786e-7;2.6971659e-7;35108817.32;0;"2023-04-27T00:00:00.000Z"
2.6952369e-7;3.4211762e-7;2.5345297e-7;3.2770905e-7;38448735.33;0;"2023-04-28T00:00:00.000Z"
3.275366e-7;4.6429958e-7;3.0827924e-7;4.5781984e-7;71195106.42;0;"2023-04-29T00:00:00.000Z"
4.5770909e-7;8.2302346e-7;4.4008672e-7;7.2473397e-7;253721222.42;0;"2023-04-30T00:00:00.000Z"
7.2303848e-7;0.00000143903125;6.9607253e-7;0.00000117611187;522825244.07;0;"2023-05-01T00:00:00.000Z"
0.00000117675921;0.00000140031013;0.00000102260546;0.00000115593827;316033773.09;0;"2023-05-02T00:00:00.000Z"
0.00000115156828;0.00000118522527;8.4706808e-7;0.00000107657213;245371458.39;0;"2023-05-03T00:00:00.000Z"
0.00000107654418;0.00000199325621;0.00000106914964;0.00000197009565;509285548.24;0;"2023-05-04T00:00:00.000Z"
0.0000019683563;0.00000435394189;0.00000184237624;0.00000380890952;2429515589.48;1492292660.07;"2023-05-05T00:00:00.000Z"
0.00000378027551;0.00000380936344;0.00000232982142;0.00000265485659;1690417724.3;1040146264.06;"2023-05-06T00:00:00.000Z"
0.00000265105856;0.00000309261718;0.00000246662149;0.0000028300183;893087775.38;1108772868.02;"2023-05-07T00:00:00.000Z"
0.0000028256925;0.0000028256925;0.00000159211146;0.00000196014591;1251218396.79;767965565.35;"2023-05-08T00:00:00.000Z"
0.00000195982087;0.00000209876857;0.00000177859063;0.0000020064779;601225990.95;786117976.9;"2023-05-09T00:00:00.000Z"
0.00000200790771;0.00000210311707;0.00000176205586;0.00000192549666;477052759.3;754390338.36;"2023-05-10T00:00:00.000Z"
0.00000192553601;0.0000019279582;0.00000127112132;0.00000139352571;623872067.94;545969436.88;"2023-05-11T00:00:00.000Z"
0.00000139518091;0.00000176598175;0.00000107089737;0.00000173711353;965324271.31;680583709.15;"2023-05-12T00:00:00.000Z"
