open;high;low;close;volume;marketCap;timestamp
1.3253957518;1.5558723485;1.1860597964;1.2724915872;2537709580.77;1622426773.64;"2023-03-24T00:00:00.000Z"
1.2723932134;1.3072317724;1.1929703314;1.2247045647;1294894242.93;1561498319.99;"2023-03-25T00:00:00.000Z"
1.2241172783;1.3418532479;1.2080917901;1.283315258;1059587958.66;1636226953.95;"2023-03-26T00:00:00.000Z"
1.2825206839;1.3202750077;1.1244949596;1.1627050639;1014240603.35;1482448956.5;"2023-03-27T00:00:00.000Z"
1.1628545501;1.220482561;1.1204940969;1.2177570551;696636269.88;1552640245.27;"2023-03-28T00:00:00.000Z"
1.2179561882;1.2718052501;1.2019210879;1.224160632;791191358.32;1560804805.82;"2023-03-29T00:00:00.000Z"
1.2244738679;1.4185846645;1.2244738679;1.3790400034;1860326377.4;1758276004.29;"2023-03-30T00:00:00.000Z"
1.3785094221;1.4347790024;1.342586243;1.3943847514;1023537824.92;1777840558.01;"2023-03-31T00:00:00.000Z"
1.3936656793;1.4011819543;1.2691790893;1.271433919;708114801.63;1621078246.78;"2023-04-01T00:00:00.000Z"
1.2941979567;1.2971251995;1.1415402425;1.1998104066;1060389103.87;1529758268.37;"2023-04-02T00:00:00.000Z"
1.200559291;1.2243072727;1.1134021975;1.155945667;910113343.82;1473830725.46;"2023-04-03T00:00:00.000Z"
1.1559647373;1.2622365921;1.1512844784;1.2350343983;741794293.95;1574668857.81;"2023-04-04T00:00:00.000Z"
1.2349101729;1.2849507023;1.2129586526;1.2437395857;681537437.07;1585767971.72;"2023-04-05T00:00:00.000Z"
1.2436235302;1.2442242369;1.1856142828;1.2131713528;389645869.33;1546793474.87;"2023-04-06T00:00:00.000Z"
1.213180725;1.242339788;1.1856407513;1.1975512749;331234272.76;1526877875.46;"2023-04-07T00:00:00.000Z"
1.1973627798;1.2083110445;1.1572776097;1.1630358482;238160037.33;1482870706.4;"2023-04-08T00:00:00.000Z"
1.1627821654;1.1935545521;1.1525104157;1.1838951109;250921874.44;1509466266.37;"2023-04-09T00:00:00.000Z"
1.1838455426;1.2479446793;1.1660001638;1.2427582403;391761282.96;1584516756.34;"2023-04-10T00:00:00.000Z"
1.2428485006;1.252738617;1.2129624111;1.2176365376;329521306.17;1552486585.43;"2023-04-11T00:00:00.000Z"
1.217774678;1.2183395487;1.1661482742;1.2007731265;344433780.6;1530985736.3;"2023-04-12T00:00:00.000Z"
1.1943016365;1.3718969109;1.1842270901;1.3656294209;1053950856.09;1741177511.7;"2023-04-13T00:00:00.000Z"
1.3664558393;1.7194956211;1.3664558393;1.6881477967;2927617180.87;2152388440.76;"2023-04-14T00:00:00.000Z"
1.6878668384;1.7330447237;1.6247072261;1.6488919735;1552620816.77;2102337266.17;"2023-04-15T00:00:00.000Z"
1.6494671533;1.707531847;1.5978071658;1.6985452301;1105455426.05;2165645168.32;"2023-04-16T00:00:00.000Z"
1.6988281724;1.6988281724;1.598109153;1.6124278527;881877178.11;2055845512.19;"2023-04-17T00:00:00.000Z"
1.6127950691;1.8011177172;1.5976284542;1.6736968513;1701258535.39;2133963485.4;"2023-04-18T00:00:00.000Z"
1.672815858;1.6865176145;1.4693857578;1.4903762169;1454168809.73;1900229676.56;"2023-04-19T00:00:00.000Z"
1.4901601049;1.5357266558;1.411528707;1.4407275939;1189420144.58;1836927682.27;"2023-04-20T00:00:00.000Z"
1.4405579052;1.4950720023;1.4183975836;1.4702835546;1115630340.15;1874611532.12;"2023-04-21T00:00:00.000Z"
1.4703748931;1.496495063;1.433672818;1.4642985575;743368252.9;1866980660.79;"2023-04-22T00:00:00.000Z"
1.4637747713;1.463892657;1.3160338086;1.339241951;624706910.89;1707533487.59;"2023-04-23T00:00:00.000Z"
1.3391980278;1.3616567533;1.2937393603;1.3383444428;645855049.1;1706389164.58;"2023-04-24T00:00:00.000Z"
1.3382974315;1.3810483943;1.3004331698;1.3795541399;636337758.64;1758931528.36;"2023-04-25T00:00:00.000Z"
1.379177161;1.4946457879;1.3412123861;1.3846580308;1232822645.89;1765438989.3;"2023-04-26T00:00:00.000Z"
1.3847429167;1.4488561305;1.3823419583;1.4229339071;747265157.73;1814240731.61;"2023-04-27T00:00:00.000Z"
1.4230040185;1.4391647643;1.3692586762;1.38244589;413908769.5;1762618509.74;"2023-04-28T00:00:00.000Z"
1.3825403872;1.393086368;1.3546003746;1.365902856;215575734.4;1741526141.46;"2023-04-29T00:00:00.000Z"
1.3667403684;1.4198518043;1.3515481464;1.3717070323;327616503.97;1748926466.23;"2023-04-30T00:00:00.000Z"
1.3711611071;1.3832081729;1.2989765791;1.3189103294;356398972.03;1681610669.97;"2023-05-01T00:00:00.000Z"
1.3189753182;1.3561525684;1.3115804114;1.3504008871;254784454.04;1721761131.06;"2023-05-02T00:00:00.000Z"
1.3500126146;1.359687988;1.302911283;1.3440416619;336691116.56;1713653118.95;"2023-05-03T00:00:00.000Z"
1.3439698485;1.3603308194;1.3130678146;1.3176785389;283495042.2;1680040137.08;"2023-05-04T00:00:00.000Z"
1.3175507664;1.3617838415;1.3048269596;1.3570651675;350364919.16;1730258088.52;"2023-05-05T00:00:00.000Z"
1.3571699438;1.3648949462;1.2264017136;1.2435407715;470538105.75;1585514483.61;"2023-05-06T00:00:00.000Z"
1.2432937031;1.258806132;1.2264673033;1.2266929001;237878548.83;1564033447.68;"2023-05-07T00:00:00.000Z"
1.2268229716;1.2280525958;1.058118382;1.0929293947;603038519.64;1393484978.29;"2023-05-08T00:00:00.000Z"
1.0931908708;1.1118819025;1.0823800414;1.1033185282;300098144.72;1406731123.48;"2023-05-09T00:00:00.000Z"
1.1032485229;1.1956187577;1.1017815751;1.1735009844;667566187.13;1496213755.08;"2023-05-10T00:00:00.000Z"
1.1733194866;1.1733194866;1.0643940982;1.0920192594;397695623.64;1392324555.79;"2023-05-11T00:00:00.000Z"
1.0918761584;1.1724627911;1.0692242203;1.1718493688;472491168.09;1494107945.23;"2023-05-12T00:00:00.000Z"
1.1718713354;1.1872002161;1.1478522411;1.1708410359;256825622.33;1492822320.74;"2023-05-13T00:00:00.000Z"
1.1709022153;1.2011757499;1.1494067431;1.1732444562;224712310.94;1495886681.68;"2023-05-14T00:00:00.000Z"
1.173250435;1.225835827;1.1548613346;1.1932726364;319983620.21;1521422611.43;"2023-05-15T00:00:00.000Z"
1.1933651204;1.2062512275;1.1680886939;1.1791605017;251756631.04;1503429639.65;"2023-05-16T00:00:00.000Z"
1.1791463213;1.2081147205;1.1400977701;1.1995959139;277650193.46;1529484790.24;"2023-05-17T00:00:00.000Z"
1.199403624;1.2086445592;1.1448107195;1.1564806217;233804273.96;1474512792.61;"2023-05-18T00:00:00.000Z"
1.1566683572;1.1695799976;1.1465378104;1.1632002402;156591215.86;1483080306.22;"2023-05-19T00:00:00.000Z"
1.1631920056;1.1677172703;1.154094951;1.1630206625;87251958.99;1482851344.69;"2023-05-20T00:00:00.000Z"
1.1630805452;1.1694555149;1.1212925432;1.1275684701;124693907.55;1437649799.44;"2023-05-21T00:00:00.000Z"
1.1275696629;1.1359099216;1.1125430936;1.1257064112;120836585.63;1435275674.31;"2023-05-22T00:00:00.000Z"
1.1256808661;1.1763500922;1.121610226;1.1670153596;178954829.52;1487944583.5;"2023-05-23T00:00:00.000Z"
1.1669831976;1.1670762504;1.0912425596;1.1102440294;219343773.41;1415561137.5;"2023-05-24T00:00:00.000Z"
1.1102189915;1.1124749901;1.0761988364;1.1069400667;180827907.03;1411348585.02;"2023-05-25T00:00:00.000Z"
1.1069482301;1.1762683357;1.1056614322;1.1607970668;267095332.1;1480016260.15;"2023-05-26T00:00:00.000Z"
1.1607862196;1.1759659607;1.155339974;1.1732815397;142464608.36;1495933963.15;"2023-05-27T00:00:00.000Z"
1.173282091;1.2518293064;1.1680979988;1.2480014523;289924680.46;1591201851.63;"2023-05-28T00:00:00.000Z"
1.2478648321;1.270766825;1.216061254;1.2273684328;317621279.21;1564894751.89;"2023-05-29T00:00:00.000Z"
1.2271090972;1.2426919335;1.2162471898;1.2222133967;248649065.5;1558322080.76;"2023-05-30T00:00:00.000Z"
1.2221503958;1.2323074675;1.1455462159;1.1618304623;247936474.19;1481333839.42;"2023-05-31T00:00:00.000Z"
1.1617670681;1.1658887409;1.1362631136;1.1469756743;145876831.18;1462393984.75;"2023-06-01T00:00:00.000Z"
1.1469537822;1.2507071216;1.1408469761;1.2400551002;353786292.56;1581070252.75;"2023-06-02T00:00:00.000Z"
1.2404406084;1.2515091771;1.2100327729;1.2154599966;180023448.63;1549711495.67;"2023-06-03T00:00:00.000Z"
1.2155174029;1.2318515838;1.2057771484;1.2108821761;119644831.79;1543874774.51;"2023-06-04T00:00:00.000Z"
1.2108248587;1.2108248587;1.090184932;1.1379488196;429584068.06;1450884744.97;"2023-06-05T00:00:00.000Z"
1.1376383727;1.1953810263;1.1153026871;1.1865901036;365234569.72;1512902382.07;"2023-06-06T00:00:00.000Z"
1.1866793317;1.1918187705;1.1220129793;1.1261807094;255381449.28;1435880404.55;"2023-06-07T00:00:00.000Z"
1.1261826922;1.1462071451;1.1119251853;1.1299839892;167168010.03;1440729586.23;"2023-06-08T00:00:00.000Z"
1.1299930772;1.149803611;1.121238545;1.130772453;137259315.85;1441734877.64;"2023-06-09T00:00:00.000Z"
1.1308143086;1.1321179286;0.9487502312;0.9927238955;663028529.26;1265722966.77;"2023-06-10T00:00:00.000Z"
0.9928231221;1.0143238549;0.9806722663;0.9919703661;209665450;1264762216.77;"2023-06-11T00:00:00.000Z"
0.9918606858;0.9953923697;0.9608304376;0.9779585537;254007221.76;1246897155.92;"2023-06-12T00:00:00.000Z"
0.9780290689;1.0271756448;0.9717534919;0.9907115789;279215710.82;1263157263.06;"2023-06-13T00:00:00.000Z"
0.9907115933;1.0053602039;0.928507233;0.9412514524;217709082.76;1200095601.76;"2023-06-14T00:00:00.000Z"
0.9412686382;0.9558831996;0.914159887;0.9489277612;197852935.81;1209882895.51;"2023-06-15T00:00:00.000Z"
0.9490105098;0.9813919843;0.9296675742;0.9747137185;167171528.95;1242759991.14;"2023-06-16T00:00:00.000Z"
0.9747529324;1.0079491634;0.9688763565;0.993588492;147979477.71;1266825327.33;"2023-06-17T00:00:00.000Z"
0.9935208107;1.0209404913;0.985381104;0.9941066629;149362004.06;1267485995.24;"2023-06-18T00:00:00.000Z"
0.9941070833;1.0132059366;0.9885593086;1.0064708546;129810533.87;1283250339.67;"2023-06-19T00:00:00.000Z"
1.0065388264;1.0851569398;0.9875790996;1.0842184864;256933758.54;1382378570.18;"2023-06-20T00:00:00.000Z"
1.0842027446;1.1466427135;1.0791442218;1.1414468444;367108634.96;1455344726.64;"2023-06-21T00:00:00.000Z"
1.141519964;1.1719822687;1.0885977298;1.090760998;296619697.55;1390720272.51;"2023-06-22T00:00:00.000Z"
1.0906809208;1.1536408773;1.0904309823;1.13418276;271055237.73;1446083019.03;"2023-06-23T00:00:00.000Z"
1.13446932;1.1349387538;1.0659996002;1.079044516;190405943.37;1375781757.87;"2023-06-24T00:00:00.000Z"
1.0789691498;1.1324856841;1.0761609156;1.1117110894;213130908.43;1417431638.96;"2023-06-25T00:00:00.000Z"
1.1118349869;1.1679328586;1.088052307;1.1411314653;397627005.06;1454942618.3;"2023-06-26T00:00:00.000Z"
1.1412039039;1.2386453149;1.140310193;1.2059293898;415619557.85;1537559971.97;"2023-06-27T00:00:00.000Z"
1.2060356911;1.2061510927;1.1203749013;1.1241784625;323465534.97;1433327539.71;"2023-06-28T00:00:00.000Z"
1.1238506127;1.1634476716;1.1228979225;1.1301702298;224523425.31;1440967042.94;"2023-06-29T00:00:00.000Z"
1.1300797693;1.1918205732;1.1030506747;1.1599669096;490360354.38;1478957809.75;"2023-06-30T00:00:00.000Z"
1.1604960196;1.1657419344;1.1393541036;1.1503582277;163206607.61;1466706740.33;"2023-07-01T00:00:00.000Z"
1.1502216583;1.1588145016;1.1281355173;1.150734421;156842325.9;1467186386.76;"2023-07-02T00:00:00.000Z"
1.1507466546;1.1810472781;1.1505151899;1.1667300488;194372751.29;1487580812.25;"2023-07-03T00:00:00.000Z"
1.1668527751;1.1919832915;1.1493994698;1.1493994698;179135518.03;1465484323.95;"2023-07-04T00:00:00.000Z"
1.1495374765;1.1545528651;1.0992691119;1.1112097444;161507718.56;1416792424.16;"2023-07-05T00:00:00.000Z"
1.1111951521;1.1405364613;1.0765625829;1.0765625829;196827757.75;1372617293.19;"2023-07-06T00:00:00.000Z"
1.0761168065;1.1302487583;1.0652392616;1.1302487583;199389668.43;1441067166.88;"2023-07-07T00:00:00.000Z"
1.1304249091;1.1443170096;1.1140201857;1.1256792437;121619324.84;1435241035.78;"2023-07-08T00:00:00.000Z"
1.1256325808;1.1392664964;1.1230889618;1.124518542;119691730.15;1433761141.05;"2023-07-09T00:00:00.000Z"
1.1245938115;1.1404510729;1.1030928913;1.121469252;143539207.87;1429873296.33;"2023-07-10T00:00:00.000Z"
1.1215409179;1.131999267;1.1140380652;1.1253160673;101536263.93;1434777985.83;"2023-07-11T00:00:00.000Z"
1.1252875457;1.1375078613;1.11472427;1.1216094262;134063909.2;1430052018.38;"2023-07-12T00:00:00.000Z"
1.1214701247;1.2406151841;1.1139138959;1.2241269135;311705247.09;1560761814.72;"2023-07-13T00:00:00.000Z"
1.2239712141;1.3159742447;1.1749126555;1.210706504;612558009.1;1543650792.61;"2023-07-14T00:00:00.000Z"
1.2105920191;1.3193395628;1.2076095064;1.2672971288;413887167.01;1615803839.17;"2023-07-15T00:00:00.000Z"
1.26784461;1.3030384797;1.2498818869;1.2713820383;266897560.27;1621012098.86;"2023-07-16T00:00:00.000Z"
1.2714208918;1.341993246;1.2594284257;1.3019122406;447631086.59;1659938106.78;"2023-07-17T00:00:00.000Z"
1.3021700128;1.325215378;1.2360426706;1.2436007226;342604521.13;1585590921.31;"2023-07-18T00:00:00.000Z"
1.2438340088;1.290691205;1.2372157047;1.2680488504;267922365.7;1616762284.3;"2023-07-19T00:00:00.000Z"
1.268214464;1.2793423125;1.2468838896;1.2606616354;246023484.85;1607343585.1;"2023-07-20T00:00:00.000Z"
1.2606456391;1.2927799191;1.2368336442;1.2368336442;191886110.59;1576962896.32;"2023-07-21T00:00:00.000Z"
1.2367377992;1.2502037671;1.2216251951;1.2254812472;96648123.8;1562488590.24;"2023-07-22T00:00:00.000Z"
1.2256160985;1.2655174555;1.2221233535;1.2510852335;128102960.25;1595133672.73;"2023-07-23T00:00:00.000Z"
1.250978005;1.2526795019;1.1752468828;1.1869628719;181943125.92;1513377661.65;"2023-07-24T00:00:00.000Z"
1.1869736038;1.192644223;1.1626217597;1.1686843909;111603844.88;1490072598.46;"2023-07-25T00:00:00.000Z"
1.168745893;1.2018370189;1.1557705767;1.1967964341;146716847.85;1525915453.44;"2023-07-26T00:00:00.000Z"
1.1970227434;1.2053471809;1.1711899674;1.1725837531;96392470.08;1495044285.26;"2023-07-27T00:00:00.000Z"
1.172464032;1.1787234081;1.1596869456;1.1746784994;82858104.98;1497715086.75;"2023-07-28T00:00:00.000Z"
1.1745571388;1.1829345833;1.1727944708;1.1821120298;44348102.14;1507192838.05;"2023-07-29T00:00:00.000Z"
1.1822195114;1.1867298134;1.1496163858;1.1580914813;93701637.64;1476566638.7;"2023-07-30T00:00:00.000Z"
1.1580799808;1.1888854207;1.1553071596;1.1685826021;129244323.6;1489942817.72;"2023-07-31T00:00:00.000Z"
1.1685664933;1.1736472812;1.1306984447;1.1598742332;137359443.01;1478839647.32;"2023-08-01T00:00:00.000Z"
1.1602119903;1.1721593364;1.1290803271;1.132469239;131956943.87;1443898279.73;"2023-08-02T00:00:00.000Z"
1.1326089291;1.147603879;1.1222157295;1.1292138864;117271481.94;1439747705.11;"2023-08-03T00:00:00.000Z"
1.1291115051;1.1631731953;1.1288214131;1.155375959;125705719.14;1473104347.76;"2023-08-04T00:00:00.000Z"
1.1554458781;1.1562857034;1.135712602;1.1370453735;112218384.81;1449732851.16;"2023-08-05T00:00:00.000Z"
1.1370424073;1.1451225822;1.130722132;1.1365952638;112459442.67;1449158961.4;"2023-08-06T00:00:00.000Z"
1.1365645045;1.1508710189;1.1153202347;1.1335636566;161142922.54;1445293662.23;"2023-08-07T00:00:00.000Z"
1.1335317405;1.1709867206;1.1318393353;1.1603178677;168101649.43;1479405281.37;"2023-08-08T00:00:00.000Z"
1.1603274161;1.1900844667;1.1601649737;1.1757546219;219304590.97;1499087142.93;"2023-08-09T00:00:00.000Z"
1.1756110644;1.1863526321;1.1568866126;1.1593908135;158111490.19;1478223287.17;"2023-08-10T00:00:00.000Z"
1.1594412352;1.1627519978;1.1523826712;1.1575582918;112438249.28;1475886822.06;"2023-08-11T00:00:00.000Z"
1.1575580066;1.1658797912;1.1552895347;1.1630321906;96733828.36;1482866043.03;"2023-08-12T00:00:00.000Z"
1.1630110405;1.1663320983;1.1436932809;1.1444477737;110272036.06;1459170911.46;"2023-08-13T00:00:00.000Z"
1.1444119495;1.150762906;1.1357658808;1.1413068544;118177344.92;1455166239.35;"2023-08-14T00:00:00.000Z"
1.1413097457;1.1609275034;1.1262856775;1.1300245015;166884757.13;1440781239.37;"2023-08-15T00:00:00.000Z"
1.1299780265;1.1328419463;1.0353203712;1.0474584801;232190437.56;1335509562.13;"2023-08-16T00:00:00.000Z"
1.0475268769;1.0617011523;0.9493326227;0.9852363389;313553571.21;1256176332.16;"2023-08-17T00:00:00.000Z"
0.9854462496;1.0222068588;0.9828160585;1.0066678696;197687076.13;1283501533.69;"2023-08-18T00:00:00.000Z"
1.0067396515;1.0306598415;1.0059100006;1.0199261259;121176316.67;1300405810.55;"2023-08-19T00:00:00.000Z"
1.0200797784;1.0388043175;1.0179002622;1.0305776949;136090109.7;1313986560.97;"2023-08-20T00:00:00.000Z"
1.0303757926;1.0325560435;0.9855048842;0.9969963997;153690385.89;1271170409.61;"2023-08-21T00:00:00.000Z"
0.9965770991;1.0028187784;0.9481122166;0.9793307211;177989265.67;1248646669.42;"2023-08-22T00:00:00.000Z"
0.9796338495;1.0241512562;0.978469451;1.0081158344;157630019.09;1285347688.88;"2023-08-23T00:00:00.000Z"
1.0082028801;1.0128219252;0.9685379765;0.980151379;134163436.49;1249693008.26;"2023-08-24T00:00:00.000Z"
0.980139238;0.980150721;0.9348010443;0.9480186734;152807293.97;1208723808.65;"2023-08-25T00:00:00.000Z"
0.9479611494;0.9525434965;0.9394942313;0.9504299772;97285594.3;1211798220.99;"2023-08-26T00:00:00.000Z"
0.950378821;0.9633562389;0.9469279058;0.9577623547;100872714.43;1221147002.24;"2023-08-27T00:00:00.000Z"
0.9577626608;0.9587398007;0.9281921732;0.9486038737;111595934.67;1209469938.93;"2023-08-28T00:00:00.000Z"
0.9486071407;0.9920910771;0.9349899424;0.9710763638;173707694.81;1238122363.84;"2023-08-29T00:00:00.000Z"
0.9711803131;0.9717494004;0.9409010378;0.9432036562;136151117.28;1202584661.62;"2023-08-30T00:00:00.000Z"
0.9431759878;0.9566027895;0.9081942342;0.9154000313;165199345.42;1167135039.85;"2023-08-31T00:00:00.000Z"
0.9154581997;0.9271692818;0.8761928735;0.8843912085;147509808.6;1127598790.86;"2023-09-01T00:00:00.000Z"
0.8843977677;0.893243971;0.8784057568;0.8881253447;97566691.94;1132359814.54;"2023-09-02T00:00:00.000Z"
0.8881293238;0.9072971897;0.8817540659;0.904689489;92334329.27;1153479098.5;"2023-09-03T00:00:00.000Z"
0.904652659;0.9239979829;0.8863797025;0.896037574;109162885.96;1142447906.88;"2023-09-04T00:00:00.000Z"
0.8959761516;0.9096619855;0.8849868729;0.9009704661;90298806.73;1148737344.33;"2023-09-05T00:00:00.000Z"
0.9009422951;0.9085814976;0.8839279542;0.9010810755;102174371.53;1148878371.21;"2023-09-06T00:00:00.000Z"
0.9011066446;0.9188190282;0.8979734285;0.9118490058;86022458.57;1162607482.41;"2023-09-07T00:00:00.000Z"
0.9121425353;0.9207533402;0.8950825126;0.9019143327;89731079.57;1149940774.26;"2023-09-08T00:00:00.000Z"
0.9019046271;0.9024618794;0.8967811432;0.89861686;47225857.05;1145736496.48;"2023-09-09T00:00:00.000Z"
0.8986180032;0.8986521728;0.8350500686;0.8441232102;151290624.39;1076257092.99;"2023-09-10T00:00:00.000Z"
0.8441712852;0.8469574945;0.7453409002;0.7610601013;277850331.84;970351629.12;"2023-09-11T00:00:00.000Z"
0.7610826363;0.7972479434;0.7550259434;0.7833459883;202448849.67;998766135.07;"2023-09-12T00:00:00.000Z"
0.7834480965;0.8138768666;0.7756946854;0.7866083075;170537058.32;1002925592.04;"2023-09-13T00:00:00.000Z"
0.7865066649;0.8150212824;0.7845725702;0.8044076538;128167827.79;1025619758.58;"2023-09-14T00:00:00.000Z"
0.8043588733;0.8123073829;0.7871346104;0.8084421118;105910571.82;1030763692.53;"2023-09-15T00:00:00.000Z"
0.808245721;0.8327656203;0.8077019624;0.8273990996;107369272.55;1054933852.02;"2023-09-16T00:00:00.000Z"
0.8274218263;0.8276501658;0.7874456243;0.7946325939;83942281.57;1013156557.21;"2023-09-17T00:00:00.000Z"
0.7945808815;0.8381782503;0.7873363566;0.8244925275;136206067.11;1051227972.58;"2023-09-18T00:00:00.000Z"
0.8244702158;0.8610187888;0.8209764593;0.8610187888;121863731.39;1097798955.67;"2023-09-19T00:00:00.000Z"
0.8610361509;0.8676498282;0.8381184017;0.8592593283;135346832.41;1095555643.57;"2023-09-20T00:00:00.000Z"
0.8593660874;0.862547007;0.8131866495;0.8231622167;138166702.86;1049531826.28;"2023-09-21T00:00:00.000Z"
0.823142968;0.8458843311;0.8186184154;0.8406778405;86243558.25;1071864246.67;"2023-09-22T00:00:00.000Z"
0.8406830283;0.8469740381;0.8196754259;0.8216023486;62344459.44;1047542994.53;"2023-09-23T00:00:00.000Z"
0.8216170578;0.8305118761;0.8078363585;0.808427298;64964486.79;1030744805.01;"2023-09-24T00:00:00.000Z"
0.8084110426;0.8177724477;0.8049802179;0.8071136359;74837934.54;1029069885.73;"2023-09-25T00:00:00.000Z"
0.8070782643;0.825026426;0.8065707607;0.825026426;70330373.56;1051908693.13;"2023-09-26T00:00:00.000Z"
0.8250503024;0.842512149;0.8139061327;0.8175767845;74294194.8;1042410400.24;"2023-09-27T00:00:00.000Z"
0.8175716755;0.8979700361;0.8169118577;0.8910839532;143991046.3;1136132040.37;"2023-09-28T00:00:00.000Z"
0.8911211932;0.9117861079;0.8842257009;0.9033788485;159827291.46;1151808031.89;"2023-09-29T00:00:00.000Z"
0.9032766971;0.9223336181;0.8941046813;0.9085725165;106737146.26;1158429958.53;"2023-09-30T00:00:00.000Z"
0.9084653287;0.9790393569;0.9082345273;0.969763865;168648924.6;1236448927.85;"2023-10-01T00:00:00.000Z"
0.9697709072;0.9843069843;0.9213571723;0.931308278;205131751.38;1187418054.42;"2023-10-02T00:00:00.000Z"
0.9313268752;0.9424615557;0.9034525866;0.9061777755;156735492.46;1155376663.81;"2023-10-03T00:00:00.000Z"
