open;high;low;close;volume;marketCap;timestamp
9.6043870441;14.4497357279;9.5931031819;14.2767387463;12758635071.26;3961795002.11;"2022-03-21T00:00:00.000Z"
14.2723230666;15.492144525;11.9702188266;12.4469927474;5848668756.48;3454040487.42;"2022-03-28T00:00:00.000Z"
12.431074399;12.7776064707;10.5671461342;12.1588256359;3336763285.32;3374074113.96;"2022-04-04T00:00:00.000Z"
12.1497097651;13.4642388689;10.6926019748;11.7367781502;3637827828.59;3256955936.69;"2022-04-11T00:00:00.000Z"
11.7377420772;18.2172869694;10.9971587936;16.818826027;10101212725.21;4790737476.14;"2022-04-18T00:00:00.000Z"
16.8199501268;26.9139095228;15.6918327661;15.9711596189;24423460929.14;4549284997.71;"2022-04-25T00:00:00.000Z"
15.9687770624;17.5502709284;11.1040783328;11.2060935036;10555124665.75;3191985696.43;"2022-05-02T00:00:00.000Z"
11.2084414758;11.5786351322;5.2482317608;9.0929350659;10638591966.37;2590065722.68;"2022-05-09T00:00:00.000Z"
9.09092305;9.2090864673;7.4708806376;8.0418042149;4054734880.36;2349714669.05;"2022-05-16T00:00:00.000Z"
8.0382497546;8.4733598114;5.8378942609;6.2361971199;3091017076.07;1822138845.96;"2022-05-23T00:00:00.000Z"
6.2363178731;7.4367982126;5.9904193945;6.0989118061;2487564307.49;1782025793.36;"2022-05-30T00:00:00.000Z"
6.1000901414;6.4324864732;3.9108857323;3.9108857323;1744241379.62;1142711924.9;"2022-06-06T00:00:00.000Z"
3.9073609774;4.4801473044;3.0861225746;4.146917452;2891472618.58;1242131368.06;"2022-06-13T00:00:00.000Z"
4.1425907176;5.259029608;3.8701287014;4.7027441968;2662553856.26;1408618847.7;"2022-06-20T00:00:00.000Z"
4.7028767551;5.5328663293;4.2291534832;4.5653628601;2045373114.05;1367468844.21;"2022-06-27T00:00:00.000Z"
4.5658893463;5.2769207941;4.4193907093;4.7897593433;1676094033.18;1434682603.3;"2022-07-04T00:00:00.000Z"
4.7893165842;5.1456941236;4.2017588218;4.9711169325;2297057921.64;1489004868.71;"2022-07-11T00:00:00.000Z"
4.9739795617;6.8998081548;4.9739733528;6.4562756625;4490107678.93;1981269593.93;"2022-07-18T00:00:00.000Z"
6.4545173247;7.2590421965;5.4454546532;6.7197634831;3743960948.32;2062127418.88;"2022-07-25T00:00:00.000Z"
6.7204428039;7.6816252174;6.2340051003;7.206579684;3285680995.23;2211519140.53;"2022-08-01T00:00:00.000Z"
7.2071760471;7.5351115366;6.3543541138;6.37124802;2227822971.67;1955176736.14;"2022-08-08T00:00:00.000Z"
6.3721165367;6.7810480241;4.8729336552;5.1994860251;2279670066.5;1595592273.95;"2022-08-15T00:00:00.000Z"
5.1979112346;5.5156084257;4.6398896478;4.6401042643;2001282535.52;1423931996.11;"2022-08-22T00:00:00.000Z"
4.6421897402;5.0650334431;4.6101497649;4.7939148329;964468687.15;1471132614.35;"2022-08-29T00:00:00.000Z"
4.7944317882;5.7896775918;4.1942799626;5.6621962676;1612501257.47;1737586479.64;"2022-09-05T00:00:00.000Z"
5.6666437788;5.869175784;4.5795405898;5.0751806483;2341359117.23;1557446061.44;"2022-09-12T00:00:00.000Z"
5.0730247793;6.3445879009;4.9539695046;5.716200829;2892604279.16;1754159129.39;"2022-09-19T00:00:00.000Z"
5.7158243296;5.7877261779;5.0078232703;5.015116134;1234518842.97;1539013763.61;"2022-09-26T00:00:00.000Z"
5.015060732;5.4050698449;4.9795046971;5.2678315518;752251085.32;1616565807.46;"2022-10-03T00:00:00.000Z"
5.2667919867;5.343387515;4.2306408523;4.5141900884;1216371549.32;1385292083.37;"2022-10-10T00:00:00.000Z"
